movie_title,release_date,genre,MPAA_rating,director,character,voice-actor,revenue
Deuce Bigalow: Male Gigolo,10-Dec-99,Comedy,R,Mike Mitchell,NA,NA,106921374.0
Veronica Guerin,17-Oct-03,Drama,R,Joel Schumacher,NA,NA,2194759.0
Max Keeble's Big Move,5-Oct-01,Comedy,PG,Tim Hill,NA,NA,25749730.0
The Scarlet Letter,13-Oct-95,Drama,R,Roland Joffé,NA,NA,20075033.0
D3: The Mighty Ducks,4-Oct-96,Comedy,PG,Rob Lieberman,NA,NA,43713554.0
Up,29-May-09,Adventure,PG,Darrell Van Citters,NA,NA,329336681.0
Alive,15-Jan-93,Adventure,R,William Brent Bell,NA,NA,73914543.0
Can't Buy Me Love,14-Aug-87,Romantic Comedy,NA,Steve Rash,NA,NA,68181300.0
The Hoax,6-Apr-07,Drama,R,Lasse Hallström,NA,NA,8779196.0
Fantasia,13-Nov-40,Musical,G,full credits,Ben Ali Gator,Jim Cummings,2187090808.0
Fantasia,13-Nov-40,Musical,G,full credits,Chernabog,Corey Burton,2187090808.0
Fantasia,13-Nov-40,Musical,G,full credits,Hyacinth Hippo,Tress MacNeille,2187090808.0
Fantasia,13-Nov-40,Musical,G,full credits,Madame Upanova,Tress MacNeille,2187090808.0
Fantasia,13-Nov-40,Musical,G,full credits,Melinda,None,2187090808.0
Fantasia,13-Nov-40,Musical,G,full credits,Yen Sid,Corey Burton,2187090808.0
Crimson Tide,12-May-95,Action,R,Tony Scott,NA,NA,177102077.0
Ransom,8-Nov-96,Action,R,Ron Howard,NA,NA,259807820.0
Pretty Woman,23-Mar-90,Romantic Comedy,R,Garry Marshall,NA,NA,356389765.0
Inspector Gadget,23-Jul-99,Comedy,PG,David Kellogg,NA,NA,161610341.0
Winnie the Pooh,15-Jul-11,Adventure,G,Stephen J. Anderson,NA,NA,28375869.0
The Tigger Movie,11-Feb-00,Adventure,G,Jun Falkenstein,NA,NA,71228678.0
Heavy Weights,17-Feb-95,Comedy,PG,Steven Brill,NA,NA,34245779.0
What About Bob?,17-May-91,Comedy,PG,Frank Oz,NA,NA,127571325.0
Condorman,7-Aug-81,Action,NA,Charles Jarrott,NA,NA,0.0
The Haunted Mansion,26-Nov-03,Comedy,PG,Rob Minkoff,NA,NA,105775678.0
The Hitchhiker's Guide to the Galaxy,29-Apr-05,Comedy,PG,Garth Jennings,NA,NA,67096891.0
Bedknobs and Broomsticks,7-Oct-71,Musical,NA,Robert Stevenson,Bear,Dal McKennon,91305448.0
Bedknobs and Broomsticks,7-Oct-71,Musical,NA,Robert Stevenson,Codfish,Robert Holt,91305448.0
Bedknobs and Broomsticks,7-Oct-71,Musical,NA,Robert Stevenson,King Leonidas,Lennie Weinrib,91305448.0
Bedknobs and Broomsticks,7-Oct-71,Musical,NA,Robert Stevenson,Secretary Bird,Lennie Weinrib,91305448.0
Pooh's Heffalump Movie,11-Feb-05,Adventure,G,Frank Nissen,Lumpy the Heffalump,Kyle Stanger,23801835.0
Open Range,15-Aug-03,Western,R,Kevin Costner,NA,NA,81547672.0
D.O.A.,18-Mar-88,Thriller/Suspense,NA,Corey Yuen,NA,NA,26062188.0
Meet the Deedles,27-Mar-98,Comedy,PG,Steve Boyum,NA,NA,7829877.0
A Beautiful Planet,29-Apr-16,Documentary,G,Toni Myers,NA,NA,7895708.0
Sister Act,29-May-92,Comedy,PG,Emile Ardolino,NA,NA,283583472.0
Strange Magic,23-Jan-15,Adventure,PG,Gary Rydstrom,NA,NA,12429583.0
The Many Adventures of Winnie the Pooh,11-Mar-77,NA,NA,Wolfgang Reitherman,NA,NA,0.0
Quiz Show,14-Sep-94,Drama,PG-13,Robert Redford,NA,NA,50840394.0
While You Were Sleeping,21-Apr-95,Romantic Comedy,PG,Jon Turteltaub,NA,NA,157082900.0
Bedtime Stories,25-Dec-08,Comedy,PG,Adam Shankman,NA,NA,128039679.0
"The Chronicles of Narnia: The Lion, t…",9-Dec-05,Adventure,PG,NA,NA,NA,381557539.0
Instinct,4-Jun-99,Drama,R,Paul Verhoeven,NA,NA,56595842.0
Step Up,11-Aug-06,Drama,PG-13,Anne Fletcher,NA,NA,84078780.0
G.I. Jane,22-Aug-97,Drama,R,Ridley Scott,NA,NA,88467531.0
Oscar,26-Apr-91,Comedy,PG,Éric-Emmanuel Schmitt,NA,NA,47181395.0
The Parent Trap,29-Jul-98,Comedy,PG,Nancy Meyers,NA,NA,119185667.0
Primeval,12-Jan-07,Adventure,R,Michael Katleman,NA,NA,12985302.0
The Lone Ranger,2-Jul-13,Western,PG-13,Gore Verbinski,NA,NA,92597388.0
"Monsters, Inc.",2-Nov-01,Adventure,G,Pete Docter,NA,NA,416073179.0
Reign of Fire,19-Feb-02,Action,PG-13,Rob Bowman,NA,NA,62480631.0
Running Brave,4-Nov-83,Drama,NA,Donald Shebib,NA,NA,3223725.0
Dinosaur,19-May-00,Adventure,PG,Ralph Zondag,Aladar,D. B. Sweeney,215438985.0
Dinosaur,19-May-00,Adventure,PG,Ralph Zondag,Baylene,Joan Plowright,215438985.0
Dinosaur,19-May-00,Adventure,PG,Ralph Zondag,Bruton,Peter Siragusa,215438985.0
Dinosaur,19-May-00,Adventure,PG,Ralph Zondag,Eema,Della Reese,215438985.0
Dinosaur,19-May-00,Adventure,PG,Ralph Zondag,Kron,Samuel E. Wright,215438985.0
Dinosaur,19-May-00,Adventure,PG,Ralph Zondag,Neera,Julianna Margulies,215438985.0
Dinosaur,19-May-00,Adventure,PG,Ralph Zondag,Plio,Alfre Woodard,215438985.0
Dinosaur,19-May-00,Adventure,PG,Ralph Zondag,Suri,Hayden Panettiere,215438985.0
Dinosaur,19-May-00,Adventure,PG,Ralph Zondag,Url,None,215438985.0
Dinosaur,19-May-00,Adventure,PG,Ralph Zondag,Yar,Ossie Davis,215438985.0
Dinosaur,19-May-00,Adventure,PG,Ralph Zondag,Zini,Max Casella,215438985.0
Rushmore,11-Dec-98,Black Comedy,R,Wes Anderson,NA,NA,28392518.0
Freaky Friday,21-Jan-77,Comedy,NA,Mark Waters,NA,NA,98067733.0
The 13th Warrior,27-Aug-99,Action,R,John McTiernan,NA,NA,54262148.0
Brave,22-Jun-12,Adventure,PG,Brenda Chapman,NA,NA,251292441.0
Eight Below,17-Feb-06,Adventure,PG,Frank Marshall,NA,NA,105037235.0
Gake no ue no Ponyo,14-Aug-09,Adventure,G,Hayao Miyazaki,NA,NA,16961607.0
Queen of Katwe,23-Sep-16,Drama,PG,Mira Nair,NA,NA,8874389.0
Straight Talk,3-Apr-92,Comedy,PG,Barnet Kellman,NA,NA,43068356.0
Holy Man,9-Oct-98,Comedy,PG,Stephen Herek,NA,NA,21694605.0
The Sorcerer's Apprentice,14-Jul-10,Adventure,PG,Jon Turteltaub,NA,NA,67473105.0
Stella,2-Feb-90,Drama,PG-13,Thomas Sieben,NA,NA,40077147.0
An American Werewolf in Paris,25-Dec-97,Horror,R,Anthony Waller,NA,NA,48546161.0
The Mighty Ducks,2-Oct-92,Comedy,PG,Stephen Herek,NA,NA,103120810.0
Tall Tale,24-Mar-95,Western,PG,Jeremiah S. Chechik,NA,NA,15983331.0
Tangled,24-Nov-10,Adventure,PG,Nathan Greno,Flynn Rider,Zachary Levi,214388548.0
Tangled,24-Nov-10,Adventure,PG,Nathan Greno,Hook Hand,Brad Garrett,214388548.0
Tangled,24-Nov-10,Adventure,PG,Nathan Greno,Maximus,None,214388548.0
Tangled,24-Nov-10,Adventure,PG,Nathan Greno,Mother Gothel,Donna Murphy,214388548.0
Tangled,24-Nov-10,Adventure,PG,Nathan Greno,Pascal,Frank Welker,214388548.0
Tangled,24-Nov-10,Adventure,PG,Nathan Greno,Rapunzel,Mandy Moore,214388548.0
Tangled,24-Nov-10,Adventure,PG,Nathan Greno,Stabbington Brothers,Ron Perlman,214388548.0
Ed Wood,30-Sep-94,Comedy,R,Tim Burton,NA,NA,12042634.0
The Jerky Boys,3-Feb-95,Comedy,R,James Melkonian,NA,NA,14641561.0
The Rich Man's Wife,13-Sep-96,Thriller/Suspense,R,Amy Holden Jones,NA,NA,16284619.0
"20,000 Leagues Under the Sea",23-Dec-54,Adventure,NA,NA,NA,NA,528279994.0
Super Mario Bros.,28-May-93,Action,PG,Annabel Jankel,NA,NA,42445058.0
The Proposal,19-Jun-09,Romantic Comedy,PG-13,Anne Fletcher,NA,NA,184288829.0
Race to Witch Mountain,13-Mar-09,Adventure,PG,Andy Fickman,NA,NA,75501997.0
The Adventures of Huck Finn,2-Apr-93,Adventure,PG,Stephen Sommers,NA,NA,49080505.0
Jefferson in Paris,31-Mar-95,Drama,PG-13,James Ivory,NA,NA,4770461.0
The Jungle Book,15-Apr-16,Adventure,PG,Wolfgang Reitherman,NA,NA,364001123.0
The Jungle Book,18-Oct-67,Musical,Not Rated,Wolfgang Reitherman,NA,NA,789612346.0
Sky High,29-Jul-05,Adventure,PG,Mike Mitchell,NA,NA,84088854.0
Toy Story 2,19-Nov-99,Adventure,G,John Lasseter,NA,NA,404450426.0
The Rescuers,22-Jun-77,Adventure,NA,Wolfgang Reitherman,Bernard,Bob Newheart,159743914.0
The Rescuers,22-Jun-77,Adventure,NA,Wolfgang Reitherman,Brutus and Nero,Candy Candido,159743914.0
The Rescuers,22-Jun-77,Adventure,NA,Wolfgang Reitherman,Chair Mouse,Bernard Fox,159743914.0
The Rescuers,22-Jun-77,Adventure,NA,Wolfgang Reitherman,Digger the Mole,Dub Taylor,159743914.0
The Rescuers,22-Jun-77,Adventure,NA,Wolfgang Reitherman,Ellie Mae,Jeanette Nolan,159743914.0
The Rescuers,22-Jun-77,Adventure,NA,Wolfgang Reitherman,Evinrude,Jimmy MacDonald,159743914.0
The Rescuers,22-Jun-77,Adventure,NA,Wolfgang Reitherman,Gramps,Larry Clemmons,159743914.0
The Rescuers,22-Jun-77,Adventure,NA,Wolfgang Reitherman,Luke,Pat Buttram,159743914.0
The Rescuers,22-Jun-77,Adventure,NA,Wolfgang Reitherman,Madame Medusa,Geraldine Page,159743914.0
The Rescuers,22-Jun-77,Adventure,NA,Wolfgang Reitherman,Miss Bianca,Eva Gabor,159743914.0
The Rescuers,22-Jun-77,Adventure,NA,Wolfgang Reitherman,Mr. Snoops,Joe Flynn,159743914.0
The Rescuers,22-Jun-77,Adventure,NA,Wolfgang Reitherman,Orville,Jim Jordan,159743914.0
The Rescuers,22-Jun-77,Adventure,NA,Wolfgang Reitherman,Penny,Michelle Stacy,159743914.0
The Rescuers,22-Jun-77,Adventure,NA,Wolfgang Reitherman,Rufus,John McIntire,159743914.0
Remember the Titans,29-Sep-00,Drama,PG,Boaz Yakin,NA,NA,180742479.0
A Lot Like Love,22-Apr-05,Comedy,PG-13,Nigel Cole,NA,NA,28716947.0
3 Ninjas,7-Aug-92,Action,PG,Jon Turteltaub,NA,NA,58965304.0
Flight of the Navigator,30-Jul-86,Adventure,NA,Randal Kleiser,NA,NA,42183197.0
America's Heart and Soul,2-Jul-04,Documentary,Not Rated,Louis Schwartsberg,NA,NA,426246.0
Swing Vote,1-Aug-08,Comedy,PG-13,Joshua Michael Stern,NA,NA,19125841.0
The Straight Story,15-Oct-99,Drama,G,David Lynch,NA,NA,10111144.0
The Kid,7-Jul-00,Comedy,PG,Jon Turteltaub,NA,NA,108993148.0
Enchanted,21-Nov-07,Romantic Comedy,PG,Kevin Lima,Giselle,Amy Adams,156074310.0
Enchanted,21-Nov-07,Romantic Comedy,PG,Kevin Lima,Nancy Tremaine,Idina Menzel,156074310.0
Enchanted,21-Nov-07,Romantic Comedy,PG,Kevin Lima,Nathaniel,Timothy Spall,156074310.0
Enchanted,21-Nov-07,Romantic Comedy,PG,Kevin Lima,Pip,Jeff Bennett; Kevin Lima,156074310.0
Enchanted,21-Nov-07,Romantic Comedy,PG,Kevin Lima,Prince Edward,James Marsden,156074310.0
Enchanted,21-Nov-07,Romantic Comedy,PG,Kevin Lima,Queen Narissa,Susan Sarandon,156074310.0
Zootopia,4-Mar-16,Adventure,PG,Byron Howard,Assistant Mayor Dawn Bellwether,Jenny Slate,341268248.0
Zootopia,4-Mar-16,Adventure,PG,Byron Howard,Benjamin Clawhauser,Nate Torrence,341268248.0
Zootopia,4-Mar-16,Adventure,PG,Byron Howard,Bonnie Hopps,Bonnie Hunt,341268248.0
Zootopia,4-Mar-16,Adventure,PG,Byron Howard,Bucky Oryx-Antlerson,Byron Howard,341268248.0
Zootopia,4-Mar-16,Adventure,PG,Byron Howard,Chief Bogo,Idris Elba,341268248.0
Zootopia,4-Mar-16,Adventure,PG,Byron Howard,Doug Ramses,Rich Moore,341268248.0
Zootopia,4-Mar-16,Adventure,PG,Byron Howard,Duke Weaselton,Alan Tudyk,341268248.0
Zootopia,4-Mar-16,Adventure,PG,Byron Howard,Emmitt Otterton,None,341268248.0
Zootopia,4-Mar-16,Adventure,PG,Byron Howard,Finnick,"Tommy ""Tiny"" Lister Jr.",341268248.0
Zootopia,4-Mar-16,Adventure,PG,Byron Howard,Flash Slothmore,Raymond S. Persi,341268248.0
Zootopia,4-Mar-16,Adventure,PG,Byron Howard,Gazelle,Shakira,341268248.0
Zootopia,4-Mar-16,Adventure,PG,Byron Howard,Jerry Jumbeaux Jr.,John DiMaggio,341268248.0
Zootopia,4-Mar-16,Adventure,PG,Byron Howard,Jesse the Ram,John DiMaggio,341268248.0
Zootopia,4-Mar-16,Adventure,PG,Byron Howard,Judy Hopps,Ginnifer Goodwin,341268248.0
Zootopia,4-Mar-16,Adventure,PG,Byron Howard,Mayor Lionheart,J.K. Simmons,341268248.0
Zootopia,4-Mar-16,Adventure,PG,Byron Howard,Mr. Big,Maurice LaMarche,341268248.0
Zootopia,4-Mar-16,Adventure,PG,Byron Howard,Mrs. Otterton,Octavia Spencer,341268248.0
Zootopia,4-Mar-16,Adventure,PG,Byron Howard,"Nicholas ""Nick"" P. Wilde",Jason Bateman,341268248.0
Zootopia,4-Mar-16,Adventure,PG,Byron Howard,Pronk Oryx-Antlerson,Jared Bush,341268248.0
Zootopia,4-Mar-16,Adventure,PG,Byron Howard,Stu Hopps,Don Lake,341268248.0
Zootopia,4-Mar-16,Adventure,PG,Byron Howard,Woolter the Ram,John DiMaggio,341268248.0
Zootopia,4-Mar-16,Adventure,PG,Byron Howard,Yax,Tommy Chong,341268248.0
I'll Be Home For Christmas,13-Nov-98,Comedy,PG,James Brolin,NA,NA,21941840.0
The War at Home,20-Nov-96,NA,R,Emilio Estevez,NA,NA,65543.0
Peter Pan: Return to Neverland,15-Feb-02,Adventure,G,Robin Budd,NA,NA,70269715.0
Ratatouille,29-Jun-07,Comedy,G,Brad Bird,NA,NA,252955933.0
Secretariat,8-Oct-10,Drama,PG,Randall Wallace,NA,NA,63781920.0
Medicine Man,7-Feb-92,Drama,PG-13,John McTiernan,NA,NA,91304495.0
A Thousand Acres,19-Sep-97,Drama,R,Jocelyn Moorhouse,NA,NA,14561324.0
Mission to Mars,10-Mar-00,Adventure,PG,Brian De Palma,NA,NA,95208344.0
Brother Bear,24-Oct-03,Adventure,G,Robert Walker,Denahi,Jason Raize,119218333.0
Brother Bear,24-Oct-03,Adventure,G,Robert Walker,Kenai,Joaquin Phoenix,119218333.0
Brother Bear,24-Oct-03,Adventure,G,Robert Walker,Koda,Jeremy Suarez,119218333.0
Brother Bear,24-Oct-03,Adventure,G,Robert Walker,Rutt and Tuke,Rick Moranis; Dave Thomas,119218333.0
Brother Bear,24-Oct-03,Adventure,G,Robert Walker,Sitka,D. B. Sweeney,119218333.0
Brother Bear,24-Oct-03,Adventure,G,Robert Walker,Tanana,Joan Copeland,119218333.0
Brother Bear,24-Oct-03,Adventure,G,Robert Walker,Tug,Michael Clarke Duncan,119218333.0
Snow White and the Seven Dwarfs,21-Dec-37,Musical,G,David Hand,Bashful,Scotty Mattraw,5228953251.0
Snow White and the Seven Dwarfs,21-Dec-37,Musical,G,David Hand,Doc,Roy Atwell,5228953251.0
Snow White and the Seven Dwarfs,21-Dec-37,Musical,G,David Hand,Dopey,Eddie Collins,5228953251.0
Snow White and the Seven Dwarfs,21-Dec-37,Musical,G,David Hand,Grumpy,Pinto Colvig,5228953251.0
Snow White and the Seven Dwarfs,21-Dec-37,Musical,G,David Hand,Happy,Otis Harlan,5228953251.0
Snow White and the Seven Dwarfs,21-Dec-37,Musical,G,David Hand,Humbert the Huntsman,Stuart Buchanan,5228953251.0
Snow White and the Seven Dwarfs,21-Dec-37,Musical,G,David Hand,The Magic Mirror,Moroni Olsen,5228953251.0
Snow White and the Seven Dwarfs,21-Dec-37,Musical,G,David Hand,Prince,Harry Stockwell,5228953251.0
Snow White and the Seven Dwarfs,21-Dec-37,Musical,G,David Hand,Queen Grimhilde,Lucille La Verne,5228953251.0
Snow White and the Seven Dwarfs,21-Dec-37,Musical,G,David Hand,Sleepy,Pinto Colvig,5228953251.0
Snow White and the Seven Dwarfs,21-Dec-37,Musical,G,David Hand,Sneezy,Billy Gilbert,5228953251.0
Snow White and the Seven Dwarfs,21-Dec-37,Musical,G,David Hand,Snow White,Adriana Caselotti,5228953251.0
Toy Story 3,18-Jun-10,Adventure,G,Lee Unkrich,NA,NA,443408255.0
Miracle,6-Feb-04,Drama,PG,T.C. Christensen,NA,NA,87392478.0
My Favorite Martian,12-Feb-99,Comedy,PG,Donald Petrie,NA,NA,61150849.0
Benji the Hunted,5-Jun-87,Adventure,NA,Joe Camp,NA,NA,32798382.0
A Far Off Place,12-Mar-93,Adventure,PG,Mikael Salomon,NA,NA,26248558.0
Old Dogs,25-Nov-09,Comedy,PG,Walt Becker,NA,NA,55503929.0
Alice in Wonderland,5-Mar-10,Adventure,PG,Clyde Geronimi,Alice,Kathryn Beaumont,357063499.0
Alice in Wonderland,5-Mar-10,Adventure,PG,Clyde Geronimi,Alice's Sister,Heather Angel,357063499.0
Alice in Wonderland,5-Mar-10,Adventure,PG,Clyde Geronimi,Bill the Lizard,Larry Grey,357063499.0
Alice in Wonderland,5-Mar-10,Adventure,PG,Clyde Geronimi,The Carpenter,J. Pat O'Malley,357063499.0
Alice in Wonderland,5-Mar-10,Adventure,PG,Clyde Geronimi,The Caterpillar,Richard Haydn,357063499.0
Alice in Wonderland,5-Mar-10,Adventure,PG,Clyde Geronimi,Cheshire Cat,Sterling Holloway,357063499.0
Alice in Wonderland,5-Mar-10,Adventure,PG,Clyde Geronimi,Dinah the Cat,None,357063499.0
Alice in Wonderland,5-Mar-10,Adventure,PG,Clyde Geronimi,The Dodo,Bill Thompson,357063499.0
Alice in Wonderland,5-Mar-10,Adventure,PG,Clyde Geronimi,The Doorknob,Joseph Kearns,357063499.0
Alice in Wonderland,5-Mar-10,Adventure,PG,Clyde Geronimi,The Dormouse,Jimmy MacDonald,357063499.0
Alice in Wonderland,5-Mar-10,Adventure,PG,Clyde Geronimi,The King of Hearts,Dink Trout,357063499.0
Alice in Wonderland,5-Mar-10,Adventure,PG,Clyde Geronimi,Mad Hatter,Ed Wynn,357063499.0
Alice in Wonderland,5-Mar-10,Adventure,PG,Clyde Geronimi,March Hare,Jerry Colonna,357063499.0
Alice in Wonderland,5-Mar-10,Adventure,PG,Clyde Geronimi,The Queen of Hearts,Verna Felton,357063499.0
Alice in Wonderland,5-Mar-10,Adventure,PG,Clyde Geronimi,The Rose,Doris Lloyd,357063499.0
Alice in Wonderland,5-Mar-10,Adventure,PG,Clyde Geronimi,Tweedledum and Tweedledee,J. Pat O'Malley,357063499.0
Alice in Wonderland,5-Mar-10,Adventure,PG,Clyde Geronimi,The Walrus,J. Pat O'Malley,357063499.0
Alice in Wonderland,5-Mar-10,Adventure,PG,Clyde Geronimi,White Rabbit,Bill Thompson,357063499.0
The Little Mermaid,15-Nov-89,Adventure,G,Ron Clements,Adella,Sherry Lynn,223726012.0
The Little Mermaid,15-Nov-89,Adventure,G,Ron Clements,Alana,Kimmy Robertson,223726012.0
The Little Mermaid,15-Nov-89,Adventure,G,Ron Clements,Andrina,Tara Strong,223726012.0
The Little Mermaid,15-Nov-89,Adventure,G,Ron Clements,Aquata,Grey DeLisle; Mona Marshall,223726012.0
The Little Mermaid,15-Nov-89,Adventure,G,Ron Clements,Ariel,Jodi Benson,223726012.0
The Little Mermaid,15-Nov-89,Adventure,G,Ron Clements,Arista,Kimmy Robertson,223726012.0
The Little Mermaid,15-Nov-89,Adventure,G,Ron Clements,Attina,Kari Wahlgren,223726012.0
The Little Mermaid,15-Nov-89,Adventure,G,Ron Clements,Carlotta the Maid,Edie McClurg,223726012.0
The Little Mermaid,15-Nov-89,Adventure,G,Ron Clements,Chef Louis,Rene Auberjonois,223726012.0
The Little Mermaid,15-Nov-89,Adventure,G,Ron Clements,Flotsam and Jetsam,Paddi Edwards,223726012.0
The Little Mermaid,15-Nov-89,Adventure,G,Ron Clements,Flounder,Jason Marin,223726012.0
The Little Mermaid,15-Nov-89,Adventure,G,Ron Clements,Grimsby,Ben Wright,223726012.0
The Little Mermaid,15-Nov-89,Adventure,G,Ron Clements,Harold the Seahorse,Will Ryan,223726012.0
The Little Mermaid,15-Nov-89,Adventure,G,Ron Clements,King Triton,Kenneth Mars,223726012.0
The Little Mermaid,15-Nov-89,Adventure,G,Ron Clements,Max the Sheepdog,Frank Welker,223726012.0
The Little Mermaid,15-Nov-89,Adventure,G,Ron Clements,Prince Eric,Christopher Daniel Barnes,223726012.0
The Little Mermaid,15-Nov-89,Adventure,G,Ron Clements,Scuttle,Buddy Hackett,223726012.0
The Little Mermaid,15-Nov-89,Adventure,G,Ron Clements,Sebastian,Samuel E. Wright,223726012.0
The Little Mermaid,15-Nov-89,Adventure,G,Ron Clements,Ursula,Pat Carroll,223726012.0
The Little Mermaid,15-Nov-89,Adventure,G,Ron Clements,Vanessa (The Little Mermaid),Pat Carroll; Jodi Benson,223726012.0
Stick It,28-Apr-06,Comedy,PG-13,Jessica Bendinger,NA,NA,34634731.0
Funny Bones,31-Mar-95,Comedy,R,Peter Chelsom,NA,NA,1025425.0
Cars,9-Jun-06,Comedy,G,John Lasseter,NA,NA,314140384.0
Bicentennial Man,17-Dec-99,Drama,PG,Chris Columbus,NA,NA,94838225.0
Chimpanzee,20-Apr-12,Documentary,G,Alastair Fothergill,NA,NA,30675725.0
The Apple Dumpling Gang,1-Jul-75,Comedy,NA,Norman Tokar,NA,NA,131246872.0
The Other Sister,26-Feb-99,Romantic Comedy,PG-13,Garry Marshall,NA,NA,46145331.0
A Simple Twist of Fate,2-Sep-94,Drama,PG-13,Gillies MacKinnon,NA,NA,7035189.0
Where the Heart Is,23-Feb-90,Comedy,NA,Matt Williams,NA,NA,2210321.0
Kaze Tachinu,8-Nov-13,Drama,PG-13,Mitsuo Wakasugi,NA,NA,5367415.0
Off Beat,11-Apr-86,Comedy,NA,Michael Dinner,NA,NA,11003932.0
The Greatest Game Ever Played,30-Sep-05,Drama,PG,Bill Paxton,NA,NA,20162672.0
The Three Musketeers,12-Nov-93,Adventure,PG,William Lau,NA,NA,109310377.0
A Civil Action,25-Dec-98,Drama,PG-13,Steven Zaillian,NA,NA,94139530.0
Walt and El Grupo,10-Sep-09,Documentary,PG,Theodore Thomas,NA,NA,23064.0
Powder,27-Oct-95,Drama,PG-13,Victor Salva,NA,NA,59727216.0
1492: Conquest of Paradise,9-Oct-92,Adventure,PG-13,Ridley Scott,NA,NA,14421454.0
The Cemetery Club,3-Feb-93,Comedy,PG-13,Bill Duke,NA,NA,11369541.0
Stay Alive,24-Mar-06,Horror,PG-13,William Brent Bell,NA,NA,29712825.0
That Darn Cat,14-Feb-97,Comedy,PG,Robert Stevenson,NA,NA,33613158.0
The Muppet Christmas Carol,11-Dec-92,Comedy,G,Brian Henson,NA,NA,55417615.0
Step Up 2 the Streets,14-Feb-08,Drama,PG-13,Jon M. Chu,NA,NA,68118371.0
Fantasia 2000 (Theatrical Release),16-Jun-00,Musical,G,NA,NA,NA,14238144.0
The Santa Clause 2,1-Nov-02,Comedy,G,Michael Lembeck,NA,NA,201959095.0
The Recruit,31-Jan-03,Thriller/Suspense,PG-13,Roger Donaldson,NA,NA,73793522.0
Money for Nothing,10-Sep-93,Comedy,R,Ramón Menéndez,NA,NA,2127496.0
